age,gender,class,Fav Subject,Mrks in Maths,Mrks in Science,Mrks in History,Mrks in geography,Mrks in English,Mrks in Marathi,Mrks in Hindi,Mrks in Computer
6,m,1,Computer,64,55,52,84,76,46,43,84
10,f,5,Hindi,63,40,41,49,83,78,85,84
10,m,5,History,64,50,66,44,71,99,71,77
6,f,1,English,64,46,36,64,62,73,57,44
14,m,9,History,91,63,95,71,54,42,58,71
12,f,7,Hindi,46,69,47,69,71,98,55,55
9,f,4,Science,72,91,85,90,62,80,37,60
14,m,9,Geography,78,99,69,93,70,55,96,94
15,m,10,Science,64,48,65,96,94,74,59,48
9,m,4,Maths,73,47,76,60,68,44,64,78
12,f,7,Geography,56,54,89,47,73,98,97,93
8,f,3,Marathi,83,66,65,88,95,67,47,67
7,m,2,Maths,90,40,46,74,95,80,72,75
9,f,4,Geography,61,37,89,89,72,69,93,51
7,m,2,Hindi,42,65,46,72,36,93,43,38
12,m,7,Science,71,64,51,62,53,64,85,46
7,f,2,Computer,65,86,80,40,38,92,61,66
7,f,2,Science,54,84,80,38,75,67,36,88
11,m,6,English,76,66,89,99,61,75,96,62
11,m,6,Marathi,39,100,73,84,47,96,46,38
6,f,1,Computer,66,100,76,97,59,47,45,94
9,m,4,English,49,51,71,85,94,76,62,95
6,m,1,Computer,55,69,73,46,67,98,100,49
9,m,4,Geography,38,75,99,51,72,57,45,84
8,f,3,Geography,93,95,87,47,95,62,93,93
9,m,4,Marathi,72,68,83,80,95,59,70,95
13,f,8,Hindi,60,68,96,76,50,69,70,86
6,m,1,Maths,51,40,65,71,76,39,59,92
13,f,8,Computer,60,56,54,48,46,44,94,45
11,f,6,Marathi,91,100,82,49,41,86,56,40
8,m,3,History,87,41,48,47,92,98,86,98
13,m,8,History,53,55,64,71,97,100,51,43
10,m,5,Geography,58,46,46,86,100,50,54,96
6,f,1,English,89,44,35,59,85,35,60,69
10,f,5,History,100,78,80,56,85,90,68,41
10,m,5,History,76,59,44,95,58,68,51,74
6,f,1,Maths,99,96,69,63,53,47,48,52
12,m,7,Geography,68,78,91,84,89,68,94,83
15,m,10,Science,61,68,49,57,80,84,50,69
13,f,8,English,40,40,66,46,47,53,67,82
9,f,4,Maths,63,72,63,73,44,38,46,84
7,m,2,History,89,43,100,89,48,49,42,59
9,m,4,Computer,78,86,54,75,47,42,77,49
11,f,6,Hindi,61,70,59,89,96,70,70,62
15,m,10,History,51,90,96,67,95,91,94,45
6,m,1,History,63,96,41,68,55,69,62,84
13,m,8,Maths,38,53,68,36,82,48,97,57
10,f,5,Hindi,80,71,92,68,86,60,62,85
12,m,7,Science,35,95,60,84,68,86,38,43
6,f,1,History,85,65,88,80,81,76,76,74
14,m,9,English,76,71,55,76,80,72,62,87
10,f,5,Maths,89,77,90,79,80,60,55,98
13,f,8,Hindi,50,60,82,89,83,59,69,42
15,m,10,History,95,74,52,59,76,75,96,70
14,m,9,Hindi,77,58,98,53,79,74,64,58
12,m,7,English,63,74,49,46,83,35,92,49
15,f,10,Hindi,53,55,46,61,96,38,91,53
9,f,4,History,43,72,43,71,67,81,73,53
11,m,6,Geography,48,61,41,73,42,87,78,60
9,f,4,Science,96,80,88,94,65,73,35,93
9,m,4,Marathi,79,51,59,75,48,40,92,39
7,m,2,Geography,55,68,50,83,86,52,89,37
9,f,4,Computer,55,73,76,56,99,74,80,97
10,f,5,Hindi,77,91,91,84,54,82,65,82
11,m,6,Marathi,43,69,97,51,36,42,99,64
10,m,5,Science,67,97,60,67,46,61,54,92
6,f,1,Science,36,66,48,64,59,52,98,60
6,m,1,Marathi,72,96,40,78,100,85,53,98
10,m,5,Hindi,60,82,49,51,41,36,59,53
11,m,6,History,44,68,51,92,80,80,38,40
12,f,7,English,66,63,74,35,83,44,47,69
12,m,7,Computer,64,76,73,55,62,76,46,53
11,f,6,Hindi,68,53,49,68,86,52,43,35
14,m,9,Computer,65,53,39,35,38,86,43,48
10,f,5,Maths,100,79,88,70,67,61,52,53
12,f,7,Hindi,99,65,68,53,66,36,89,87
8,m,3,Marathi,53,85,44,54,73,96,42,94
7,m,2,Computer,98,48,70,94,41,36,35,62
11,m,6,Hindi,74,81,50,86,84,49,90,64
6,f,1,Geography,93,53,54,71,45,40,82,62
15,f,10,Maths,98,77,46,81,58,71,85,98
14,m,9,Geography,72,97,75,73,49,78,67,65
11,f,6,History,95,68,97,76,78,43,70,99
9,m,4,Marathi,48,39,94,72,42,92,86,77
7,m,2,English,52,86,75,100,49,76,42,66
15,f,10,Hindi,43,82,55,78,61,69,48,69
11,f,6,Computer,100,70,46,43,46,78,39,87
7,m,2,Computer,84,80,66,90,50,99,89,89
9,m,4,English,58,93,39,84,66,74,90,79
10,f,5,History,64,64,40,62,72,58,90,42
13,m,8,Marathi,82,62,99,77,73,99,96,84
13,m,8,Hindi,95,99,92,45,65,71,97,93
12,m,7,History,51,48,97,55,77,69,87,77
9,f,4,Computer,50,81,44,53,84,60,62,81
15,m,10,Computer,91,99,49,60,39,93,41,50
6,f,1,Science,94,62,42,51,74,46,76,77
13,m,8,Science,80,92,91,72,73,75,95,54
12,f,7,Science,94,100,87,87,44,39,40,75
6,f,1,History,79,82,79,40,38,62,58,52
10,m,5,Computer,75,74,78,67,100,37,67,46
12,m,7,English,39,48,37,61,44,83,90,42
12,m,7,English,61,72,45,94,78,54,86,35
10,f,5,Hindi,96,36,37,70,39,76,54,91
10,f,5,Maths,42,73,80,80,70,92,93,47
15,m,10,Geography,53,76,75,38,67,99,37,61
14,f,9,Maths,76,46,51,60,63,45,75,72
8,m,3,Maths,53,63,95,86,62,82,76,86
10,m,5,Maths,46,92,66,45,49,100,59,48
10,f,5,Marathi,40,56,63,47,49,39,100,44
9,f,4,History,86,55,69,36,79,90,39,52
6,m,1,History,61,82,52,69,87,37,93,98
6,m,1,Computer,69,66,39,67,88,37,68,69
6,f,1,Hindi,94,70,50,44,68,40,95,74
11,m,6,Hindi,77,81,60,60,83,89,85,76
7,m,2,English,65,73,78,76,57,79,80,54
8,m,3,Geography,56,39,78,80,51,81,87,86
15,f,10,Marathi,82,72,47,98,79,88,55,89
7,m,2,History,43,83,54,72,37,71,54,38
13,f,8,Geography,55,98,69,85,95,68,70,39
11,m,6,English,56,87,82,43,90,38,98,49
8,f,3,History,67,68,82,66,35,39,53,48
11,f,6,Computer,85,68,89,47,65,79,48,46
15,m,10,Geography,58,79,91,58,58,99,51,64
13,m,8,Geography,62,52,70,95,77,73,87,68
13,m,8,Geography,51,59,100,73,43,47,46,98
12,f,7,Marathi,44,87,67,55,94,100,99,58
14,f,9,Geography,49,88,57,53,81,52,78,65
13,m,8,Geography,68,70,53,99,86,71,52,57
6,f,1,Geography,80,40,87,72,37,99,66,51
10,m,5,Hindi,71,74,74,98,47,43,89,76
11,m,6,History,94,70,67,65,83,39,48,52
6,f,1,Maths,68,58,45,78,95,81,43,51
14,f,9,Maths,68,80,75,68,84,85,82,57
6,m,1,Geography,35,53,44,68,67,57,45,61
6,m,1,Computer,41,85,100,74,86,70,54,47
8,f,3,Science,50,57,79,46,52,87,74,60
15,m,10,Geography,50,41,89,87,58,43,72,62
14,m,9,Maths,88,84,87,78,81,96,37,39
8,m,3,English,86,75,87,100,82,82,58,43
8,f,3,Marathi,89,100,35,46,35,88,63,60
9,m,4,History,63,86,56,83,83,48,90,86
6,f,1,History,47,54,52,87,94,48,87,93
7,m,2,Computer,76,38,90,37,51,92,38,67
13,f,8,History,87,75,41,45,100,38,35,83
8,f,3,Science,92,73,55,71,43,98,77,78
7,m,2,Marathi,51,74,79,96,60,90,73,57
8,m,3,Science,82,80,60,77,67,79,77,81
11,m,6,Maths,36,55,56,85,82,52,73,53
12,f,7,English,69,77,45,74,88,63,83,40
11,f,6,Science,82,99,70,87,99,91,99,64
9,m,4,Hindi,62,97,72,61,58,90,62,88
6,f,1,Science,82,83,77,51,56,43,66,82
12,m,7,English,70,100,44,44,36,75,38,69
14,m,9,Computer,40,90,67,42,84,71,44,88
10,f,5,Hindi,99,43,93,68,96,41,71,58
11,f,6,Computer,81,63,95,68,92,55,41,73
8,m,3,Computer,81,41,43,73,85,74,75,92
11,m,6,Computer,50,78,88,81,100,98,63,53
7,f,2,Marathi,81,89,71,37,68,51,59,90
13,m,8,Hindi,87,47,74,65,88,75,70,83
9,m,4,Hindi,85,86,88,69,73,86,88,78
14,m,9,Geography,86,81,46,63,90,65,67,78
11,f,6,Marathi,79,73,44,50,57,91,74,79
13,m,8,Computer,55,59,62,92,65,61,62,61
6,f,1,Geography,47,100,74,100,88,87,54,36
7,m,2,English,69,54,85,44,57,58,99,42
6,f,1,History,85,51,38,76,56,71,48,74
12,f,7,Marathi,98,68,44,70,50,92,36,75
13,m,8,Geography,82,44,94,36,99,100,51,88
10,m,5,Hindi,98,90,52,87,36,66,95,44
10,m,5,Marathi,43,75,67,83,82,64,46,94
6,f,1,Science,45,65,53,77,68,59,69,45
10,f,5,Computer,47,44,68,36,46,61,63,35
12,m,7,History,73,87,59,99,63,87,97,99
8,f,3,Maths,96,66,47,66,86,50,97,46
6,m,1,Geography,51,54,73,68,69,69,80,51
14,m,9,English,46,51,83,55,68,35,81,48
15,f,10,Marathi,51,47,97,38,37,54,43,56
11,f,6,History,69,59,43,64,37,70,83,60
7,m,2,Computer,61,78,42,83,99,38,82,97
6,m,1,Maths,79,81,55,59,62,47,91,60
8,f,3,Science,49,84,97,75,51,67,99,68
7,m,2,History,92,99,79,100,91,46,81,74
14,m,9,Hindi,68,79,36,80,74,44,98,65
11,m,6,History,60,64,40,71,82,49,41,70
7,f,2,Computer,91,69,48,63,81,93,99,50
9,m,4,Computer,68,87,91,84,91,54,80,73
13,f,8,Geography,42,52,46,66,41,55,42,82
8,m,3,English,79,57,68,88,49,96,54,63
13,f,8,History,80,68,48,55,81,92,51,88
13,f,8,Maths,87,36,95,69,58,51,95,57
14,m,9,Maths,46,39,42,83,42,62,83,51
9,m,4,Maths,91,41,97,60,76,98,52,69
12,m,7,Maths,81,96,41,83,65,90,73,56
13,f,8,History,62,80,97,61,98,82,98,89
8,f,3,Science,79,98,35,67,43,73,87,58
15,m,10,Geography,64,55,61,36,80,38,52,67
7,f,2,Hindi,44,89,39,59,60,95,67,90
9,m,4,Marathi,67,73,100,98,59,97,65,35
15,m,10,Geography,85,95,61,41,81,88,51,49
8,f,3,Geography,43,47,56,42,77,67,74,95
6,f,1,Computer,86,42,40,53,71,100,87,91
10,m,5,Computer,69,70,59,84,38,38,58,54
8,m,3,Science,60,44,68,70,44,78,82,75
10,f,5,Maths,90,55,59,81,63,54,39,61
15,m,10,Science,75,54,72,49,61,40,43,43
7,m,2,Hindi,70,71,57,83,37,65,85,61
12,m,7,Hindi,64,39,60,43,91,79,59,67
7,f,2,Geography,54,86,36,72,46,90,64,69
7,m,2,Science,94,62,72,79,91,65,97,63
12,f,7,Science,44,46,46,38,85,83,47,83
7,m,2,English,86,37,44,75,67,36,35,73
10,f,5,English,75,83,81,95,98,91,38,67
10,f,5,Hindi,89,58,45,87,75,66,59,45
15,m,10,English,93,74,73,92,54,75,74,42
7,m,2,English,49,79,47,73,36,55,88,83
9,m,4,Marathi,87,93,51,99,98,79,47,65
14,f,9,Marathi,99,37,49,51,52,99,69,96
10,f,5,Maths,90,64,60,68,49,68,75,81
12,m,7,Hindi,45,36,89,54,97,45,98,41
12,f,7,Geography,57,72,97,36,38,49,85,75
13,m,8,Marathi,57,82,90,86,49,98,49,85
10,m,5,Geography,92,98,66,70,84,80,53,38
12,f,7,Computer,59,94,70,58,53,58,35,99
10,f,5,Hindi,92,70,58,52,77,39,35,90
14,m,9,Hindi,74,85,88,53,60,53,41,64
11,m,6,English,90,81,88,69,39,84,98,80
9,f,4,Hindi,56,38,91,46,98,74,46,100
13,m,8,Science,66,56,47,78,57,74,64,56
12,m,7,Maths,67,60,55,68,71,61,72,59
14,m,9,Geography,50,88,35,49,45,98,53,90
14,f,9,Maths,41,92,71,79,70,65,91,43
9,m,4,Science,61,92,97,69,38,92,81,60
14,f,9,English,60,37,68,74,96,78,68,38
8,m,3,Science,57,68,88,63,96,99,78,45
14,f,9,Computer,64,54,91,89,46,66,66,69
12,f,7,Geography,64,70,86,75,44,91,35,54
15,m,10,History,52,74,91,75,78,95,41,86
9,m,4,History,86,61,52,41,88,60,64,91
7,m,2,Marathi,95,72,62,97,59,60,69,91
7,f,2,Hindi,53,87,68,56,50,91,43,100
13,f,8,Maths,76,66,100,45,98,51,68,72
11,m,6,History,77,41,78,78,51,45,81,66
11,f,6,History,81,53,72,74,45,45,62,45
15,m,10,Hindi,93,79,59,88,52,54,82,61
10,m,5,Science,46,65,87,91,97,51,59,44
12,f,7,History,78,76,61,87,89,95,68,55
13,f,8,Maths,83,76,95,50,38,76,91,83
7,m,2,Computer,71,50,94,67,62,91,44,43
6,m,1,History,35,36,70,77,97,64,100,63
8,f,3,History,37,63,43,41,60,63,91,54
7,m,2,History,99,43,44,55,62,92,91,68
12,m,7,Hindi,74,81,59,53,54,79,94,48
14,m,9,English,69,97,72,69,91,60,64,38
6,f,1,Computer,58,43,99,44,68,55,70,88
9,m,4,Geography,35,51,62,93,95,65,54,45
15,f,10,Marathi,73,53,68,48,39,92,37,49
6,m,1,English,60,46,60,50,56,76,75,70
13,f,8,English,86,82,68,44,45,40,89,75
10,f,5,Marathi,83,84,98,71,79,85,76,50
8,m,3,Hindi,79,70,39,49,83,47,63,77
10,m,5,English,92,77,96,59,72,98,97,99
8,m,3,History,51,92,61,91,92,62,57,38
10,f,5,English,57,76,100,85,65,93,45,50
14,f,9,Geography,79,76,39,81,99,68,95,38
7,m,2,Hindi,43,58,83,37,96,36,76,80
9,f,4,Geography,94,40,46,74,61,44,53,97
11,m,6,Hindi,39,38,61,36,39,65,62,37
12,m,7,English,77,38,43,62,97,64,40,51
10,f,5,Science,68,72,82,51,37,57,60,70
12,f,7,Maths,85,93,50,50,47,55,49,86
10,m,5,Marathi,58,84,62,52,98,100,90,90
6,m,1,History,49,42,51,95,37,57,66,61
9,f,4,History,51,36,48,88,68,64,97,88
11,m,6,History,67,62,55,75,41,86,61,42
11,m,6,English,58,63,35,67,40,51,57,53
7,m,2,History,39,68,44,72,74,90,84,48
14,f,9,Science,43,74,45,68,94,56,47,47
12,m,7,Maths,86,73,84,44,41,83,58,47
11,f,6,Science,78,59,61,96,37,72,53,59
9,m,4,Science,78,58,66,86,35,45,39,61
6,f,1,Maths,72,43,76,40,50,50,36,50
12,f,7,Maths,79,80,63,43,37,60,44,73
11,m,6,Hindi,99,52,94,99,96,69,79,80
7,m,2,Maths,83,69,66,55,54,59,47,35
15,m,10,Hindi,50,67,93,36,41,76,78,71
8,f,3,Hindi,37,87,92,42,78,86,96,45
7,f,2,Computer,64,60,66,61,88,96,72,91
11,m,6,Science,89,72,91,46,72,40,49,81
8,f,3,History,60,54,77,85,96,67,90,75
8,m,3,Science,68,63,35,68,70,48,87,61
7,m,2,English,46,45,65,52,98,93,50,42
9,f,4,Hindi,43,95,75,100,67,41,88,70
7,f,2,Hindi,83,79,88,67,51,92,92,45
14,m,9,Science,49,68,50,38,61,78,78,55
11,m,6,Hindi,90,47,42,97,70,81,85,86
12,f,7,English,53,58,90,67,60,35,87,42
12,m,7,Science,76,70,51,77,60,83,47,61
7,m,2,Hindi,67,99,37,69,42,74,50,45
10,m,5,Marathi,41,35,74,41,51,56,78,75
10,f,5,History,41,35,77,71,95,40,71,94
12,m,7,Computer,96,42,79,45,97,81,51,74
9,f,4,English,53,95,62,53,46,49,48,67
9,m,4,History,38,70,98,97,84,68,47,58
6,f,1,Computer,100,90,51,67,98,99,60,56
6,f,1,Hindi,60,66,63,82,93,50,42,93
8,m,3,Marathi,60,78,67,87,55,66,90,72
8,m,3,Geography,44,47,47,58,65,36,39,36
11,m,6,Science,35,60,84,97,95,89,47,48
8,f,3,Marathi,91,99,39,61,87,43,53,54
10,f,5,English,40,57,48,65,69,45,37,61
13,m,8,Geography,47,39,77,100,62,35,86,62
10,f,5,English,39,65,84,100,72,52,36,42
8,m,3,History,44,59,65,36,42,93,38,42
15,m,10,Computer,73,47,48,41,63,73,58,67
9,f,4,Marathi,85,79,58,51,71,39,90,90
9,f,4,Marathi,64,42,77,41,87,39,50,52
7,m,2,Computer,63,98,40,63,86,50,78,50
9,m,4,Maths,70,35,68,87,76,68,52,59
15,f,10,English,92,71,49,63,64,95,54,99
15,m,10,Marathi,87,63,75,54,71,64,87,92
13,m,8,Marathi,61,69,65,61,81,54,44,50
8,m,3,Computer,49,89,43,68,60,64,93,75
7,f,2,Geography,97,68,94,53,38,95,48,46
9,m,4,English,67,80,69,41,88,63,59,93
13,f,8,English,53,59,82,60,100,38,93,69
7,m,2,Maths,75,82,67,90,56,84,83,59
12,f,7,Geography,57,53,44,73,91,78,55,46
8,f,3,Marathi,98,68,94,78,83,74,56,66
14,m,9,Computer,48,80,70,67,59,61,82,61
6,m,1,Geography,80,38,73,48,36,53,88,98
9,m,4,English,98,44,88,68,91,57,43,45
14,f,9,English,43,75,93,67,53,91,54,37
11,f,6,Computer,87,64,42,69,50,100,84,71
14,m,9,Computer,37,46,86,55,65,52,68,43
13,f,8,English,78,69,82,96,47,99,72,56
6,m,1,Marathi,54,77,98,36,74,62,40,95
11,m,6,English,39,83,41,90,51,93,96,86
14,f,9,English,60,99,65,46,39,48,65,43
6,f,1,History,73,78,89,63,86,62,73,89
10,m,5,Computer,47,46,42,67,60,61,51,55
13,m,8,Hindi,40,71,98,40,89,46,85,53
13,f,8,Maths,75,41,98,39,93,68,51,70
14,m,9,Geography,39,89,100,38,98,72,99,99
12,m,7,English,62,87,96,95,87,42,89,98
11,m,6,Science,35,67,81,88,93,45,99,66
7,f,2,Hindi,80,68,92,57,92,66,81,90
8,m,3,Science,59,78,63,61,72,73,52,64
10,f,5,Science,40,79,37,82,52,65,67,59
6,m,1,English,83,37,77,52,69,83,44,74
6,f,1,Hindi,50,83,83,45,77,89,62,96
10,f,5,Geography,74,54,89,38,73,71,44,62
7,m,2,Computer,85,75,88,57,94,39,100,45
11,m,6,Computer,95,82,59,90,44,79,73,87
6,m,1,English,78,37,65,95,38,81,90,37
15,f,10,Marathi,86,66,82,57,74,95,53,40
8,f,3,Geography,35,69,77,80,68,65,82,53
8,m,3,English,64,38,39,47,73,83,93,39
8,f,3,Maths,57,50,57,60,42,85,97,93
6,m,1,Computer,77,75,65,85,73,70,70,40
13,m,8,Geography,54,55,49,78,67,82,65,66
10,f,5,Science,60,75,94,50,81,90,64,70
12,f,7,Computer,90,68,59,90,82,41,66,97
8,m,3,Computer,71,36,44,68,96,45,56,67
11,m,6,Marathi,65,76,69,47,60,90,42,92
9,f,4,Computer,53,70,55,100,52,58,47,63
9,m,4,Science,42,92,46,98,64,65,52,78
7,m,2,English,39,47,95,36,56,47,72,67
11,m,6,History,96,62,92,54,42,53,54,87
9,f,4,History,78,36,35,54,51,86,91,76
15,m,10,English,49,72,95,77,74,55,45,75
14,f,9,Computer,59,52,89,49,56,44,69,84
10,m,5,Maths,60,45,37,52,45,80,61,76
6,f,1,Geography,86,53,49,51,60,66,46,75
9,f,4,Geography,92,72,86,45,49,56,68,53
8,m,3,Maths,92,73,95,78,68,98,37,36
13,m,8,English,45,64,55,68,61,41,49,92
14,m,9,Geography,64,78,58,86,52,85,98,48
15,f,10,Computer,49,72,91,43,66,67,44,90
15,f,10,English,70,59,48,92,45,69,84,56
8,m,3,English,41,77,43,62,66,65,55,85
13,f,8,English,51,79,96,68,68,94,78,48
7,m,2,Maths,55,68,69,38,58,46,49,43
9,m,4,Hindi,78,52,52,49,48,53,98,72
9,f,4,Geography,98,88,79,68,95,91,97,64
11,f,6,Maths,84,86,57,87,36,39,35,36
11,m,6,Geography,47,71,64,86,80,65,62,75
8,m,3,Hindi,77,90,43,89,79,49,55,65
11,f,6,Geography,85,90,46,52,72,62,44,57
8,m,3,Geography,41,66,95,69,49,74,67,69
10,m,5,Hindi,74,55,78,81,77,70,50,54
14,m,9,Marathi,67,61,96,62,44,50,70,73
11,f,6,Hindi,62,54,54,87,100,93,86,83
14,m,9,Geography,89,43,76,86,69,65,82,80
14,f,9,Marathi,93,57,54,76,75,49,90,59
8,m,3,Geography,50,46,72,87,91,85,51,35
9,f,4,History,67,96,63,87,94,98,64,77
12,f,7,Computer,98,94,83,62,54,36,82,90
10,m,5,Maths,72,99,81,64,71,78,51,45
14,m,9,Hindi,77,41,42,84,58,73,89,70
10,m,5,Hindi,58,36,67,60,86,53,91,56
12,f,7,English,37,40,90,99,35,77,83,97
7,f,2,Computer,97,69,79,41,60,48,44,86
7,m,2,Computer,83,38,77,93,89,69,63,36
12,f,7,History,81,36,35,96,61,35,95,61
6,m,1,Geography,88,84,89,46,86,48,58,67
15,m,10,Science,54,58,44,100,94,81,58,41
15,f,10,English,67,51,41,35,80,88,74,62
8,f,3,English,91,72,94,64,72,74,42,65
11,m,6,Science,48,67,59,80,73,66,70,70
12,m,7,History,43,93,38,40,46,96,38,89
15,f,10,Marathi,69,92,74,69,67,64,67,95
8,m,3,Geography,90,92,52,100,56,92,42,46
15,m,10,Hindi,81,63,44,92,63,46,94,77
14,m,9,Geography,35,37,100,85,86,92,69,98
6,f,1,Marathi,76,42,79,63,80,55,98,99
12,m,7,Science,81,40,40,61,76,61,92,97
12,f,7,Marathi,79,61,91,51,43,75,67,88
15,m,10,Geography,100,73,91,45,35,100,90,57
13,f,8,English,83,51,35,78,44,94,45,37
14,f,9,Marathi,58,62,44,63,77,60,70,44
6,m,1,Science,65,100,43,68,86,100,75,41
11,m,6,History,40,91,93,62,92,69,96,35
9,m,4,History,78,41,76,87,81,38,52,87
7,f,2,Science,99,39,64,63,62,85,66,56
15,f,10,Computer,55,79,62,57,54,97,91,53
13,m,8,History,62,40,84,84,83,77,38,60
11,f,6,Science,41,84,50,53,96,84,69,74
10,m,5,Maths,68,70,96,75,52,60,43,60
11,m,6,Science,70,70,71,83,98,56,49,74
13,f,8,Marathi,69,67,57,73,81,86,67,57
15,f,10,English,79,69,47,85,64,60,36,60
9,m,4,English,58,59,74,50,99,76,65,40
12,m,7,Maths,98,72,85,54,60,37,88,37
7,f,2,History,82,89,89,84,77,49,41,99
13,m,8,Maths,40,40,98,35,62,72,52,81
14,m,9,History,75,43,53,98,70,69,68,37
13,m,8,Marathi,43,95,48,66,41,67,82,44
9,f,4,Science,42,82,79,58,98,85,97,35
12,m,7,Computer,99,41,82,39,44,72,94,97
13,f,8,Marathi,87,81,69,47,74,80,54,92
15,m,10,Marathi,49,50,87,54,66,60,100,59
7,f,2,Maths,78,85,81,87,36,48,46,48
14,f,9,Science,97,61,61,43,99,91,96,92
6,m,1,History,68,53,74,57,99,54,36,98
8,m,3,Maths,88,41,62,54,79,59,51,75
12,m,7,History,52,54,81,88,67,87,69,53
8,f,3,Marathi,78,79,100,70,48,66,51,56
9,f,4,English,88,71,67,51,49,100,66,52
8,m,3,Computer,73,37,54,90,39,49,37,49
14,f,9,English,69,80,60,38,61,98,72,79
7,m,2,Hindi,76,60,54,80,50,65,88,99
9,m,4,History,71,51,43,81,39,71,92,37
6,f,1,Maths,83,95,96,50,58,64,50,64
10,f,5,Computer,50,81,37,94,87,99,97,95
11,m,6,History,60,62,84,43,96,61,60,71
6,m,1,Hindi,59,52,69,75,45,71,73,49
12,f,7,Hindi,46,44,97,81,35,47,37,50
6,m,1,Marathi,94,86,41,77,68,37,50,83
7,m,2,Science,73,65,39,50,50,86,94,89
10,m,5,Hindi,62,80,55,58,60,95,79,36
10,f,5,Marathi,95,50,66,45,53,39,65,60
6,m,1,History,46,46,88,58,46,50,52,53
13,f,8,Maths,38,49,74,48,83,37,90,88
7,m,2,History,46,88,73,71,46,84,82,69
12,f,7,Computer,84,75,65,54,68,40,38,70
14,f,9,History,98,77,94,81,100,81,67,42
15,m,10,Geography,90,51,73,54,92,51,44,84
12,m,7,Maths,66,95,50,51,86,36,50,70
9,m,4,Computer,99,45,55,39,60,82,77,61
12,f,7,Geography,49,66,91,55,82,66,89,77
10,f,5,Science,62,56,40,89,89,85,51,86
13,m,8,Computer,90,66,100,39,91,42,47,86
9,f,4,Computer,75,48,96,52,75,65,99,76
6,m,1,Science,60,100,69,79,74,49,85,84
8,m,3,History,98,96,61,35,82,54,88,88
14,f,9,English,61,71,53,56,43,50,67,95
11,f,6,History,95,68,54,89,88,78,65,55
12,m,7,History,68,83,37,100,99,72,60,43
14,m,9,Hindi,93,63,87,96,62,49,65,79
12,f,7,Maths,50,62,97,66,88,94,73,81
6,m,1,Maths,81,54,66,74,60,98,64,86
11,m,6,History,50,85,70,76,46,37,49,100
7,m,2,Geography,90,54,64,44,58,85,84,70
14,f,9,Geography,63,81,51,85,95,74,79,75
11,m,6,English,44,55,75,51,39,64,69,88
12,f,7,Maths,35,47,36,78,85,57,46,35
7,m,2,Marathi,35,72,91,72,97,72,48,67
7,f,2,English,45,95,84,91,57,75,66,91
14,f,9,Geography,91,98,87,80,69,65,71,100
14,m,9,Computer,51,45,62,71,92,84,61,72
8,m,3,Geography,47,82,75,72,91,62,95,60
11,m,6,Marathi,71,54,79,72,78,93,70,76
6,f,1,Hindi,57,98,88,69,73,39,66,90
7,f,2,Marathi,63,53,78,65,73,80,53,63
11,m,6,Geography,52,71,89,67,76,89,60,50
14,f,9,Maths,81,77,48,91,59,46,62,98
7,m,2,Geography,45,90,56,99,64,65,77,68
8,m,3,History,78,90,65,86,60,63,48,86
10,f,5,Maths,69,44,73,96,35,43,55,46
10,f,5,Computer,48,80,36,88,95,36,88,42
10,m,5,History,72,77,99,59,38,85,45,70
10,m,5,Hindi,70,44,96,46,75,78,92,77
7,f,2,Geography,56,36,55,91,73,66,73,39
10,m,5,Science,62,60,82,85,95,69,35,77
9,m,4,History,91,66,95,53,86,61,55,42
13,m,8,English,54,76,94,46,91,41,39,36
7,f,2,Maths,83,94,95,38,57,89,64,59
8,m,3,History,61,53,90,91,74,69,59,40
6,f,1,Maths,89,84,58,72,56,84,85,40
8,m,3,Computer,81,87,40,80,56,93,35,65
14,f,9,Marathi,96,48,65,88,62,97,87,91
6,f,1,Geography,99,39,63,60,64,98,40,94
6,m,1,English,42,57,63,93,97,81,67,36
11,m,6,History,71,44,90,77,49,100,95,65
8,m,3,Geography,68,99,53,62,46,51,73,94
12,f,7,Science,81,86,57,86,63,64,93,96
11,f,6,Geography,37,86,66,67,100,68,47,65
6,m,1,Geography,76,93,48,93,92,92,41,63
9,f,4,Geography,89,86,48,56,74,90,39,54
8,m,3,English,87,93,88,45,76,54,71,41
7,m,2,Hindi,82,61,73,98,59,91,55,94
9,f,4,Maths,75,43,61,48,86,43,61,71
7,f,2,Maths,74,37,45,62,49,39,88,82
7,m,2,English,87,78,95,57,39,35,87,38
14,m,9,Geography,99,82,78,36,98,38,49,83
10,f,5,English,63,90,78,56,48,100,46,95
7,m,2,Geography,70,86,48,56,59,91,83,90
7,m,2,Hindi,39,35,70,98,79,81,42,90
11,m,6,Science,71,63,91,91,53,79,89,62
8,f,3,Maths,35,87,87,75,54,49,62,81
10,m,5,Geography,45,59,83,86,62,42,64,73
9,f,4,Maths,43,75,57,94,58,39,96,38
6,m,1,English,86,86,72,90,67,84,100,52
8,f,3,Maths,63,62,39,85,57,52,77,45
6,f,1,Marathi,42,52,69,44,41,37,65,95
15,m,10,Maths,35,40,56,35,38,100,40,52
12,m,7,Computer,51,96,65,64,46,74,44,60
12,m,7,Maths,49,43,79,42,39,40,95,43
15,f,10,English,100,56,69,94,98,71,54,71
9,f,4,History,84,45,92,48,49,95,47,37
11,m,6,Science,100,64,46,100,71,59,37,52
8,f,3,Computer,81,75,64,60,42,39,45,97
7,m,2,Marathi,86,38,67,95,87,67,47,50
